,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4574,8999-XXGNS,0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,1,1,105.75,7629.85,0
3446,2000-MPKCA,0,0,0,0,58,1,2,1,2,2,2,0,2,2,1,1,2,107.75,6332.75,0
3130,0496-AHOOK,1,0,1,0,24,1,0,0,2,0,0,2,2,2,1,0,0,74.4,1712.9,0
6802,5626-MGTUK,0,0,0,0,20,1,2,1,2,0,0,0,2,0,0,1,0,89.1,1879.25,0
6732,5666-CYCYZ,0,0,0,0,24,1,2,1,0,0,0,2,0,2,0,1,2,89.55,2259.35,0
1377,3071-MVJCD,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,5815.15,0
1661,3761-FLYZI,0,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,0,108.8,7082.45,0
1831,3402-XRIUO,0,1,1,0,22,1,2,0,2,2,0,2,0,0,0,1,3,63.55,1381.8,0
3025,6651-RLGGM,1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,3,26.3,1688.9,0
3328,1640-PLFMP,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,0
328,5697-GOMBF,0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,35.9,973.65,0
2626,4611-ANLQC,0,0,1,0,60,0,1,0,2,2,2,0,0,2,1,0,2,50.05,2911.5,0
2241,2908-WGAXL,0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1468.9,0
6643,3411-WLRSQ,0,1,1,0,3,1,0,1,0,2,0,0,0,0,0,1,0,74.6,239.05,0
5399,2589-AYCRP,0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,0,0,19.75,989.05,0
692,9620-QJREV,1,0,0,1,47,1,0,2,1,1,1,1,1,1,1,0,1,20.55,1013.05,0
1829,3030-YDNRM,1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,74.85,572.45,0
3036,4702-HDRKD,1,0,0,0,67,0,1,0,2,0,2,2,2,0,1,1,0,49.35,3321.35,0
4896,3521-MNKLV,1,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,3,49.7,1167.8,0
146,6837-BJYDQ,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,61.35,0
3375,3642-BYHDO,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1389.35,0
4125,2716-GFZOR,1,0,1,0,43,1,0,1,2,2,2,0,0,0,0,1,1,86.1,3551.65,0
3519,5019-GQVCR,1,1,0,0,43,1,2,1,0,0,0,0,2,0,0,1,2,84.85,3645.6,0
2606,1550-EENBN,0,0,0,0,31,1,2,1,2,2,0,0,2,2,0,0,2,104.35,3205.6,0
1343,7690-KPNCU,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,4688.65,0
4542,9029-FEGVJ,0,1,1,0,32,1,2,1,0,0,2,0,0,0,0,0,3,79.3,2570.0,0
3010,3865-QBWSJ,1,1,0,1,38,1,2,1,2,0,0,0,0,0,0,1,3,80.45,3162.65,0
6959,1024-KPRBB,0,0,0,0,38,1,0,1,0,0,0,0,2,2,1,1,3,89.1,3342.0,0
856,8374-UULRV,1,0,0,0,72,1,2,0,2,2,0,2,2,2,2,0,1,86.05,6309.65,0
4126,3724-UCSHY,1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,122.9,0
848,9778-OGKQZ,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,92.0,6782.15,0
2956,5649-RXQTV,1,0,0,0,51,1,0,1,0,2,2,0,2,2,0,1,2,99.0,5038.15,0
6083,1468-DEFNC,1,1,1,1,64,1,2,2,1,1,1,1,1,1,2,1,0,24.4,1548.65,0
3893,5816-SCGFC,0,1,0,0,7,1,0,0,0,2,0,0,0,0,0,1,3,51.3,419.35,0
5077,8314-HTWVE,0,0,1,1,7,1,0,2,1,1,1,1,1,1,2,0,3,19.85,144.15,0
3870,1099-BTKWT,0,0,1,0,68,0,1,0,2,0,2,0,2,2,1,1,2,54.4,3723.65,0
527,3571-DPYUH,1,0,1,1,58,1,2,1,0,2,0,2,2,0,1,1,1,94.7,5430.35,0
1235,1543-LLLFT,1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,6066.55,0
2961,6898-MDLZW,1,0,0,0,12,1,0,0,0,2,0,2,0,0,0,1,3,53.75,648.65,0
5092,5774-XZTQC,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.45,150.75,0
7042,3186-AJIEK,1,0,0,0,66,1,0,1,2,0,2,2,2,2,2,1,0,105.65,6844.5,0
2467,6559-RAKOZ,1,0,1,1,49,1,2,1,0,0,0,2,2,2,1,1,2,97.95,4917.9,0
2445,0187-WZNAB,0,0,1,1,27,1,0,1,2,0,0,0,0,0,0,0,3,74.4,1972.35,0
517,6705-LXORM,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,302.6,0
4905,3359-DSRKA,0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,1,3,19.85,1158.85,0
1019,9391-TTOYH,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2,0
5917,5144-PQCDZ,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.95,59.25,0
4487,4116-IQRFR,1,0,1,1,4,1,2,2,1,1,1,1,1,1,1,0,1,24.1,73.1,0
2395,6486-LHTMA,0,1,1,0,31,1,2,1,0,0,2,0,2,0,1,1,2,90.7,2835.5,0
4186,7572-KPVKK,1,0,0,1,62,1,2,1,0,0,2,2,2,2,2,1,2,104.05,6590.5,0
628,2469-DTSGX,0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,0,2,111.65,7943.45,0
3123,6692-YQHXC,1,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,69.95,1205.5,0
4918,6582-PLFUU,1,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,1,19.55,1086.75,0
6709,7103-IPXPJ,1,0,1,0,50,1,2,1,0,0,0,2,2,2,1,0,2,99.4,5059.75,0
3832,4626-OZDTJ,0,0,1,0,51,1,2,0,0,2,0,2,2,2,1,1,1,78.65,3950.85,0
2240,3398-GCPMU,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,89.55,6448.85,0
4933,9842-EFSYY,0,0,0,1,4,0,1,0,2,2,2,0,2,2,0,1,3,57.2,223.75,0
6058,0356-ERHVT,1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,45.9,521.9,0
3148,2452-SNHFZ,0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,3545.1,0
538,8905-IAZPF,0,0,1,0,69,1,0,1,0,2,0,0,2,2,1,1,1,95.65,6744.2,0
3778,9631-XEYKE,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,50.4,137.25,0
6143,5774-QPLTF,1,0,1,1,50,1,0,2,1,1,1,1,1,1,1,1,3,20.35,938.95,0
242,7576-ASEJU,0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65,0
6806,4933-BSAIP,0,0,1,0,40,1,0,2,1,1,1,1,1,1,2,0,3,19.1,780.1,0
1364,1084-MNSMJ,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,4421.95,0
3300,1403-LKLIK,0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.1,579.4,0
6220,6434-TTGJP,1,0,1,1,10,0,1,0,2,2,2,2,0,2,2,0,1,53.7,521.0,0
4064,0374-AACSZ,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,50.15,50.15,0
3639,0512-FLFDW,0,1,1,0,60,1,2,1,0,0,2,0,2,2,1,1,1,100.5,6029.0,0
875,3050-GBUSH,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,1,34.8,113.95,0
6044,1689-YQBYY,0,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,2,76.6,893.0,0
5035,3955-JBZZM,1,0,0,0,20,1,0,1,0,0,0,0,2,0,0,0,2,78.8,1641.3,0
6528,4957-SREEC,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.35,1458.1,0
5619,4619-EVPHY,0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,91.0,1859.5,0
6651,2038-YSEZE,0,0,0,0,29,1,2,0,2,2,0,2,0,0,0,0,3,67.45,1801.1,0
5274,6723-WSNTY,0,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,1,108.1,7181.95,0
5659,0674-GCDXG,1,0,0,0,63,1,2,0,2,0,2,2,0,2,2,1,0,71.9,4479.2,0
1817,5663-QBGIS,1,1,1,0,72,1,2,1,0,2,0,0,2,2,2,0,0,98.35,6929.4,0
403,3067-SVMTC,0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,3848.8,0
3492,0975-VOOVL,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,3,29.2,98.5,0
3440,3508-VLHCZ,0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,1,90.55,6239.05,0
5046,7252-NTGSS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.15,45.15,0
5938,9971-ZWPBF,1,1,1,1,34,1,2,1,0,2,2,2,2,2,0,1,2,108.9,3625.2,0
496,4134-BSXLX,1,0,1,0,28,1,0,0,2,2,0,2,0,0,0,0,3,60.9,1785.65,0
107,9750-BOOHV,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,927.65,0
2149,2014-MKGMH,0,0,0,0,46,1,2,1,0,0,2,0,2,2,1,1,2,101.1,4674.4,0
1022,8242-SOQUO,0,1,0,0,5,1,0,1,0,2,0,0,2,0,0,1,2,84.7,392.5,0
3744,9040-KZVWO,1,0,0,0,26,1,0,1,0,2,0,0,0,0,1,0,0,75.5,2018.1,0
5067,5018-LXQQG,0,0,1,1,30,1,0,0,2,0,0,2,0,2,0,0,0,66.3,1923.5,0
7005,9347-AERRL,1,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,1,19.3,486.2,0
23,3638-WEABW,0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,3505.1,0
2273,0219-QAERP,1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,19.8,576.65,0
4336,3244-CQPHU,0,1,0,0,72,1,2,1,2,2,0,2,2,2,2,1,0,110.1,7746.7,0
608,8207-DMRVL,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.55,8306.05,0
576,5150-LJNSR,1,0,1,1,31,1,2,1,2,0,2,0,2,0,1,0,0,98.05,3082.1,0
3353,4536-PLEQY,1,0,1,0,12,1,0,1,0,2,0,0,0,2,0,1,1,85.05,999.8,0
4414,5372-FBKBN,0,0,0,1,21,1,0,2,1,1,1,1,1,1,0,0,3,20.75,452.2,0
2854,4644-PIZRT,1,0,1,1,17,1,2,0,2,0,2,0,2,0,1,1,0,70.35,1201.65,0
1419,3498-LZGQZ,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,1177.05,0
6580,7696-AMHOD,0,0,1,1,49,1,0,0,0,2,2,0,2,2,1,0,1,78.0,3824.2,0
6081,8757-TFHHJ,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,49.8,49.8,0
607,8672-OAUPW,1,0,0,1,51,1,0,0,0,0,0,2,0,0,1,0,1,47.85,2356.75,0
3711,4877-TSOFF,0,0,1,1,55,1,2,0,2,2,0,2,0,2,1,1,0,75.75,4264.25,0
6713,4989-LIXVT,1,1,0,0,68,1,2,1,0,2,2,0,0,2,0,1,2,95.9,6503.2,0
4886,2673-ZALNP,0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.9,173.15,0
1107,0971-QIFJK,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1641.8,0
1606,6374-NTQLP,1,1,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.1,7447.7,0
2218,5494-WOZRZ,0,0,1,1,71,1,0,0,2,0,2,2,2,2,2,1,1,82.0,5999.85,0
3938,6629-LADHQ,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,3,50.95,123.05,0
6995,7164-BPTUT,1,0,0,1,57,1,2,0,2,2,2,2,2,2,2,0,3,89.55,5012.35,0
2599,6384-VMJHP,0,0,0,0,72,1,0,0,2,2,2,2,0,2,2,1,1,73.0,5265.2,0
1975,4703-MQYKT,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,390.4,0
3735,3489-HHPFY,0,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,84.05,134.05,0
2985,9786-IJYDL,0,0,0,0,35,1,2,1,2,2,2,2,2,2,2,1,3,113.2,3914.05,0
2213,5197-YPYBZ,0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,0,1,25.25,274.7,0
3853,7128-GGCNO,1,0,0,0,46,1,2,1,0,0,0,0,0,0,0,0,0,72.8,3249.4,0
5844,2905-KFQUV,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,70.4,154.8,0
7002,9586-JGQKH,0,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,0,105.4,6794.75,0
851,2252-NKNSI,1,0,0,1,52,1,2,0,2,2,0,2,2,2,2,1,3,85.15,4461.85,0
5883,6131-JLWZM,0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,3,20.3,275.4,0
1782,8623-ULFNQ,0,1,0,0,26,1,2,0,0,0,0,2,0,2,0,1,2,66.05,1652.4,0
1722,9060-HJJRW,0,0,0,0,51,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5,0
5503,1757-TCATG,1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,0,20.05,746.75,0
5895,8033-ATFAS,0,0,1,1,39,1,0,0,0,0,2,0,2,0,0,1,3,59.85,2341.5,0
2335,3113-IWHLC,1,0,0,0,5,1,0,0,2,0,2,0,0,0,0,1,3,55.8,274.35,0
5758,5847-MXBEO,1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,475.1,0
363,5176-LMJXE,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,1,3,20.55,945.7,0
4592,1897-RCFUM,0,0,1,1,39,1,2,2,1,1,1,1,1,1,1,1,3,24.2,914.6,0
3819,6174-NRBTZ,1,0,0,0,46,0,1,0,2,0,0,0,0,0,1,1,0,30.75,1489.3,0
6353,8735-DCXNF,1,0,1,0,10,1,0,0,2,0,0,2,0,0,0,1,1,54.95,568.85,0
4163,9253-VIFJQ,1,0,1,0,65,1,2,0,2,2,2,0,0,0,1,0,1,67.05,4309.55,0
3729,3635-QQRQD,1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,1201.65,0
5808,2419-FSORS,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,108.4,7719.5,0
3553,6134-KWTBV,1,0,0,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.4,1429.65,0
5539,4632-PAOYU,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,19.95,433.5,0
226,6341-JVQGF,0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15,2545.75,0
4313,6288-LBEAR,0,0,0,0,23,1,0,1,0,2,0,2,0,0,0,1,3,79.1,1783.75,0
4934,2272-WUSPA,0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,110.75,7751.7,0
2179,7311-MQJCH,0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,2,19.55,99.6,0
6719,2509-TFPJU,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.75,1864.2,0
5148,6196-HBOBZ,1,0,1,0,65,1,2,1,2,2,2,0,2,0,2,1,2,99.35,6347.55,0
477,4431-EDMIQ,0,0,1,1,7,1,0,0,2,2,2,2,2,0,0,1,2,75.7,554.05,0
3100,7271-AJDTL,0,0,1,0,55,1,2,1,0,2,2,0,2,0,0,1,1,94.45,5073.1,0
3021,6377-KSLXC,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,107.05,0
6859,3508-CFVZL,0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,0,3,111.3,7985.9,0
6478,9330-VOFSZ,0,0,1,0,60,1,2,1,0,2,2,2,2,2,2,1,1,110.8,6640.7,0
1629,3533-UVMOM,1,0,1,0,68,1,0,0,2,2,2,0,0,2,2,0,0,70.95,4741.45,0
7023,1035-IPQPU,0,1,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.5,6479.4,0
2196,6131-IUNXN,0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.2,382.2,0
4977,6527-PZFPV,1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,1,1,20.8,469.65,0
5248,3239-TPHPZ,0,0,1,0,12,1,0,2,1,1,1,1,1,1,2,1,2,20.05,264.55,0
3096,3911-RSNHI,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,4310.35,0
908,4694-PHWFW,0,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,3,19.95,170.9,0
2111,3373-DIUUN,1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,21.25,711.9,0
6522,7233-IOQNP,0,0,1,0,43,0,1,0,2,0,0,2,0,0,0,0,0,34.0,1505.35,0
2860,2452-KDRRH,1,1,0,0,67,1,2,1,0,0,2,0,2,2,0,1,1,101.4,6841.05,0
4452,6695-AMZUF,0,0,1,0,70,1,0,0,2,2,2,2,2,2,2,0,1,86.45,5950.2,0
5080,7159-NOKYQ,1,0,1,0,67,1,2,1,0,2,2,0,0,2,2,1,2,93.15,6368.2,0
395,2977-CEBSX,0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,90.05,5965.95,0
3913,8749-TZYEC,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,24.8,1874.3,0
241,6614-FHDBO,1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,7878.3,0
76,6416-JNVRK,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,0
1133,3156-QLHBO,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,48.35,0
5964,9782-LGXMC,0,0,1,1,49,1,0,0,2,0,2,2,0,0,0,0,0,61.75,3024.15,0
6628,9979-RGMZT,0,0,0,0,7,1,0,1,0,2,0,0,2,2,1,1,3,94.05,633.45,0
6426,3926-YZVVX,0,0,0,0,41,1,0,0,0,0,0,2,0,0,1,0,0,50.05,2029.05,0
1931,7409-JURKQ,0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,111.8,5809.75,0
3590,9447-YPTBX,0,0,1,0,50,1,0,2,1,1,1,1,1,1,1,1,0,19.85,943.1,0
4378,6980-CDGFC,0,0,1,0,67,1,0,2,1,1,1,1,1,1,1,1,0,20.85,1327.4,0
3101,1867-TJHTS,0,0,0,0,58,1,2,1,2,0,0,0,0,0,0,1,0,79.8,4526.85,0
6102,9795-NREXC,0,0,1,0,64,1,2,0,2,0,2,2,2,2,2,1,1,85.0,5484.4,0
5997,3462-BJQQA,0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,89.75,552.65,0
283,9577-WJVCQ,0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3687.75,0
567,5781-RFZRP,1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,5357.75,0
4747,8884-FEEWR,1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,0,20.6,754.0,0
4690,7036-ZZKBD,1,0,1,0,31,1,0,0,0,0,2,2,0,2,0,1,1,66.4,2019.8,0
4470,8242-JSVBO,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,44.65,322.5,0
3046,8715-KKTFG,0,0,1,0,61,1,2,1,0,0,2,2,2,2,1,1,0,103.3,6518.35,0
2372,0730-BGQGF,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,1,90.3,6287.3,0
655,5183-SNMJQ,1,0,0,0,10,1,0,1,0,0,0,2,2,2,0,1,1,95.1,865.1,0
6251,9374-YOLBJ,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.25,19.25,0
2656,4328-VUFWD,0,0,0,0,39,1,0,0,0,0,0,2,0,2,1,0,2,59.3,2209.15,0
1876,3946-JEWRQ,1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,4563.0,0
663,9565-FLVCG,1,0,1,1,65,1,2,0,2,2,0,0,0,2,2,1,3,69.55,4459.15,0
5635,2087-QAREY,0,0,1,0,22,1,0,0,0,2,2,0,0,0,0,1,3,54.7,1178.75,0
4070,0531-ZZJWQ,1,1,1,0,55,1,2,1,0,0,0,0,0,0,0,1,2,74.0,4052.4,0
3657,8450-LUGUK,0,0,1,1,37,1,2,2,1,1,1,1,1,1,2,1,0,24.1,861.85,0
2760,9534-NSXEM,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,1,20.65,595.5,0
584,2393-DIVAI,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,20.0,61.7,0
1714,8932-CZHRQ,1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,5233.25,0
4112,6627-CFOSN,0,0,0,0,59,1,2,1,2,2,2,0,0,2,0,1,0,99.45,5623.7,0
2165,5039-LZRQT,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,20.2,273.25,0
230,2651-ZCBXV,1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,5760.65,0
1258,5529-GIBVH,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1046.2,0
6932,0463-ZSDNT,1,0,0,0,10,1,0,0,0,0,0,0,0,2,0,1,0,56.75,503.25,0
6547,3908-MKIMJ,1,1,1,0,68,0,1,0,2,2,2,0,0,0,2,1,2,41.95,2965.75,0
683,7251-LJBQN,0,1,0,0,40,1,2,1,0,0,2,2,2,2,1,1,1,103.75,4188.4,0
2767,3572-UOLYZ,0,0,0,1,46,1,2,1,0,0,2,2,0,0,0,1,0,84.8,3958.85,0
4676,3011-WQKSZ,1,0,0,1,19,1,0,2,1,1,1,1,1,1,0,1,2,20.0,377.55,0
125,4622-YNKIJ,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,3027.65,0
2328,4238-JSSWH,0,1,1,0,35,1,2,1,0,0,2,0,2,2,0,0,0,102.05,3452.55,0
4139,7278-CKDNC,1,1,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.5,2088.45,0
4720,8979-CAMGB,1,1,0,0,64,1,2,1,0,0,2,2,2,2,1,0,2,102.1,6688.1,0
756,5730-DBDSI,1,0,0,0,66,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1253.8,0
1455,1621-YNCJH,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4,0
4477,6937-GCDGQ,1,0,1,1,19,1,0,0,2,0,0,0,0,0,1,1,0,48.95,955.6,0
1502,5724-BIDBU,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2633.95,0
533,1297-VQDRP,1,1,1,1,68,1,2,1,0,0,2,2,2,2,1,1,1,107.15,7379.8,0
1724,7398-SKNQZ,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2,0
2733,3518-PZXZQ,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,55.3,55.3,0
1850,3537-RYBHH,0,1,1,0,47,1,2,0,2,2,2,0,0,0,0,1,1,67.45,3252.0,0
1842,6959-GQEGV,1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,75.95,3273.8,0
4318,4369-NYSCF,1,0,0,0,56,1,0,0,0,2,0,2,2,2,1,1,0,75.75,4284.65,0
2886,3170-GWYKC,0,0,0,0,60,1,0,1,2,0,2,2,2,2,0,1,0,104.95,6236.75,0
6935,4616-ULAOA,0,0,1,1,65,1,2,1,0,2,2,2,2,2,2,1,1,110.8,7245.9,0
1531,7107-UBYKY,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55,0
5052,3255-GRXMG,1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,1,1,45.65,747.2,0
472,1304-BCCFO,1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,70.05,564.4,0
1229,9068-VPWQQ,1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,4729.3,0
4672,8082-GHXOP,1,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,3,44.0,659.35,0
3699,1137-DGOWI,0,0,1,0,30,1,0,0,0,2,2,2,0,2,1,0,0,70.25,2198.9,0
6031,0282-NVSJS,0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,355.9,0
1452,0222-CNVPT,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2555.05,0
2813,6484-LATFU,1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,3,24.55,1657.4,0
4014,3657-COGMW,0,1,0,0,52,1,2,1,2,2,2,0,2,2,0,0,1,108.1,5839.3,0
4582,6122-LJADA,1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,1,90.15,6237.05,0
5201,6202-JVYEU,1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,2,19.9,164.6,0
3705,9220-CXRSC,0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85,0
3739,5789-LDFXO,1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,592.65,0
6662,6810-VCAEX,0,0,0,0,47,0,1,0,2,2,0,2,0,0,1,0,1,39.65,1798.65,0
1186,7670-ZBPOQ,0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3478.75,0
1845,4115-UMJFQ,1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2492.25,0
6393,3466-RITXD,1,0,0,0,26,1,2,1,2,2,0,0,2,0,0,1,1,92.4,2349.8,0
6675,4186-ZBUEW,0,0,0,0,36,1,2,0,0,2,0,2,0,2,1,1,3,70.7,2511.95,0
7022,7203-OYKCT,1,0,0,0,72,1,2,1,0,2,2,0,2,2,1,1,2,104.95,7544.3,0
4067,9140-CZQZZ,0,0,1,0,68,1,0,0,2,2,0,2,2,2,2,1,0,79.6,5515.8,0
2885,7923-IYJWY,1,1,0,0,67,1,2,1,2,2,2,2,2,2,2,1,1,116.1,7839.85,0
6505,7018-FPXHH,1,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,0,59.8,3457.45,0
4435,5453-AXEPF,1,0,1,0,17,1,2,1,0,2,0,0,0,0,0,1,0,80.5,1336.9,0
6118,9924-JPRMC,1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,118.2,8547.15,0
4999,1699-TLDLZ,0,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,19.7,301.55,0
5455,9970-QBCDA,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,1,19.7,129.55,0
1525,3012-VFFMN,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,158.95,0
5862,9584-EXCDZ,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,0,70.5,1165.6,0
